Intervention,Trial_Count,Active_Hope_Count,Failed_Count,Completed_Count,Mean_Success_Score,Mean_Failure_Index,Pathways,Repurposing_Opportunity_Score
evp-6124 (1.0 mg/day),1,0,0,1,35.0,70.0,Synaptic / Cognitive; Cholinergic,18.0
100 mg pti-125,1,0,0,1,35.0,70.0,Lifestyle / Digital,18.0
chf5074 2x,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
chf5074 3x,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
tc-5619,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
[18f]p16-129,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
jnj-54861911,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
dimebon + dextromethorphan,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
dimebon + ketoconazole,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
dimebon + omeprazole,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
igc ad1,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
nx210c,1,0,0,1,35.0,70.0,Neuroinflammation; Synaptic / Cognitive,18.0
epigallocatechin-gallate,1,0,0,1,35.0,73.0,Amyloid; Synaptic / Cognitive; Cholinergic; Metabolic / Mitochondrial; Vascular,18.0
epigallocatechin-3-gallate (egcg),1,0,0,1,35.0,65.0,Amyloid; Synaptic / Cognitive,18.0
active treatment- ct1812 300 mg,1,0,0,1,35.0,70.0,Synaptic / Cognitive,18.0
shr-1707 injection,1,0,0,1,35.0,70.0,Synaptic / Cognitive,18.0
personalized aerobic and strength training.,1,0,0,1,35.0,65.0,Synaptic / Cognitive; Cholinergic; Lifestyle / Digital,18.0
itraconazole 200 mg,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
dimebon alone,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
dimebon ir tablet,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
sabirnetug + rhuph20,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
sabirnetug (acu193),1,0,0,1,35.0,70.0,Unspecified / Other,18.0
activity matched to interest,1,0,0,1,35.0,65.0,Unspecified / Other,18.0
activity matched to function,1,0,0,1,35.0,65.0,Unspecified / Other,18.0
activity matched to both interest and function,1,0,0,1,35.0,65.0,Unspecified / Other,18.0
dkf-310,1,0,0,1,35.0,70.0,Cholinergic,18.0
scopolamine 0.6 mg/ml,1,0,0,1,35.0,70.0,Synaptic / Cognitive; Cholinergic,18.0
atorvastatin calcium,1,0,0,1,35.0,65.0,Unspecified / Other,18.0
nutriceutical formulation,1,0,0,1,35.0,65.0,Amyloid; Tau; Synaptic / Cognitive; Cholinergic; Metabolic / Mitochondrial,18.0
np031112,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
novasoy,1,0,0,1,35.0,65.0,Synaptic / Cognitive,18.0
gc021109,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
av-1959r (abeta vaccine),1,0,0,1,35.0,70.0,Amyloid,18.0
cor388,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
active transcranial direct current stimulation (starstim 8),1,0,0,2,30.0,70.0,Synaptic / Cognitive,18.0
active treatment- ct1812 100 mg,1,0,0,1,35.0,70.0,Synaptic / Cognitive,18.0
emraclidine,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
gb-5001,1,0,0,1,35.0,70.0,Cholinergic,18.0
begacestat,1,0,0,1,35.0,70.0,Cholinergic,18.0
mk-1942,2,0,1,1,35.0,72.5,Synaptic / Cognitive; Cholinergic; Unspecified / Other,18.0
mk-1708,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
normal dose probiotics,1,0,0,1,35.0,70.0,Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular; Lifestyle / Digital,18.0
npt 2042 (reference formula/formulation 1),1,0,0,1,35.0,70.0,Unspecified / Other,18.0
rosiglitazone (extended release),1,0,0,1,35.0,70.0,Unspecified / Other,18.0
affitope ad01,1,0,0,1,35.0,70.0,Amyloid,18.0
affitope ad01 adjuvanted,1,0,0,1,35.0,70.0,Amyloid,18.0
elpipodect,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
pf-04360365 5 mg/kg,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
affitope ad03,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
nsa-789,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
intensive treatment,1,0,0,1,35.0,65.0,Amyloid; Synaptic / Cognitive; Vascular,18.0
affitope ad03 + alum,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
br4002-1,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
br4002,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
human umbilical cord blood derived-mesenchymal stem cells,1,0,0,1,35.0,70.0,Cholinergic,18.0
nice-system,1,0,0,1,35.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,18.0
jnj-54861911 (treatment b),1,0,0,1,35.0,70.0,Unspecified / Other,18.0
tolbutamide,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
200 mg pti-125,1,0,0,1,35.0,70.0,Lifestyle / Digital,18.0
[11c]bu99008,2,0,1,1,35.0,73.0,Synaptic / Cognitive,18.0
jnj-54861911 (100 mg),1,0,0,1,35.0,70.0,Unspecified / Other,18.0
jnj-54861911 (25 mg),1,0,0,1,35.0,70.0,Unspecified / Other,18.0
jnj-54861911 (treatment a),1,0,0,1,35.0,70.0,Unspecified / Other,18.0
jnj-54861911 (50 mg),1,0,0,1,35.0,70.0,Unspecified / Other,18.0
dnl747,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
jnj-54861911 (treatment c),1,0,0,1,35.0,70.0,Unspecified / Other,18.0
"interacting drugs - cooperstown cocktail (midazolam, warfarin, (+ vitamin k), caffeine, omeprazole and dextromethorphan)",1,0,0,1,35.0,70.0,Unspecified / Other,18.0
bms-708163 + fluconazole,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
50 mg pti-125,1,0,0,1,35.0,70.0,Lifestyle / Digital,18.0
high-fat meal,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
bms-708163 + cooperstown cocktail,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
bms-708163 + ketoconazole,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
gsk2647544,2,0,1,1,35.0,74.0,Unspecified / Other,18.0
"cocktail mix (caffeine, bupropion, rosiglitazone, omeprazole, midazolam, bilirubin)",1,0,0,1,35.0,70.0,Unspecified / Other,18.0
ketoconazole,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
fluconazole,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
ttp4000,1,0,0,1,35.0,70.0,Synaptic / Cognitive,18.0
ub 311,1,0,0,1,35.0,70.0,Amyloid,18.0
nh280105- mad,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
nh280105- sad,1,0,0,1,35.0,70.0,Unspecified / Other,18.0
evp-6124 (0.1 mg/day),1,0,0,1,35.0,70.0,Synaptic / Cognitive; Cholinergic,18.0
evp-6124 (0.3 mg/day),1,0,0,1,35.0,70.0,Synaptic / Cognitive; Cholinergic,18.0
ionis maptrx,1,0,0,1,35.0,75.0,Unspecified / Other,18.0
vrct,1,0,0,1,35.0,70.0,Synaptic / Cognitive,18.0
communication bridge,1,1,0,0,27.0,73.0,Unspecified / Other,17.8
conventional therapy group,1,1,0,0,27.0,73.0,Unspecified / Other,17.8
ucla structured insight interview,1,1,0,0,27.0,73.0,Synaptic / Cognitive,17.8
bilateral cervical deep lymphatic trunk decompression combined with mid-cervical deep lymph node-external jugular vein anastomosis for alzheimer's disease,1,1,0,0,27.0,73.0,Amyloid; Synaptic / Cognitive,17.8
gait analysis via vicon- and app-system,1,1,0,0,27.0,73.0,Lifestyle / Digital,17.8
sensory entrainment-integrated cognitive game kit,1,1,0,0,27.0,73.0,Synaptic / Cognitive; Lifestyle / Digital,17.8
active tdcs paired with active online chair yoga,1,1,0,0,27.0,73.0,Synaptic / Cognitive; Lifestyle / Digital,17.8
clinical improvisation,1,1,0,0,27.0,73.0,Unspecified / Other,17.8
scv09,1,1,0,0,27.0,73.0,Unspecified / Other,17.8
fmt capsule,1,1,0,0,27.0,73.0,Unspecified / Other,17.8
health app recommendation tool (hart),1,1,0,0,27.0,73.0,Lifestyle / Digital,17.8
extra virgin olive oil,1,1,0,0,27.0,73.0,Amyloid; Neuroinflammation; Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular; Lifestyle / Digital,17.8
professional caregiver,1,1,0,0,27.0,73.0,Synaptic / Cognitive,17.8
quest ad-detect blood test,1,1,0,0,27.0,73.0,Synaptic / Cognitive,17.8
flyer,1,1,0,0,27.0,73.0,Synaptic / Cognitive; Lifestyle / Digital,17.8
beetroot juice,1,1,0,0,27.0,73.0,Unspecified / Other,17.8
computer-based facial expression recognition task,1,1,0,0,27.0,73.0,Synaptic / Cognitive,17.8
computerized affective task,1,1,0,0,27.0,73.0,Synaptic / Cognitive,17.8
evaluate in real-life conditions the effectiveness of an adapted external aid as a tool to support temporal orientation rehabilitation for individuals with alzheimer's disease or related dementias in,1,1,0,0,27.0,73.0,Synaptic / Cognitive,17.8
meaningful activities,1,1,0,0,27.0,73.0,Unspecified / Other,17.8
"the app-based treatment consists of a combination of physical exercise, graded activity, and pain journaling.",1,1,0,0,27.0,73.0,Lifestyle / Digital,17.8
dual-task treadmill-based training group,1,1,0,0,27.0,73.0,Synaptic / Cognitive; Lifestyle / Digital,17.8
therapeutic exercise program,1,1,0,0,27.0,73.0,Synaptic / Cognitive; Lifestyle / Digital,17.8
"the system involves a digital table with a tactile and interactive surface, providing several play areas. it simulates a village and offers different types of serious cognitive games: semantic memory",1,1,0,0,27.0,73.0,Synaptic / Cognitive; Lifestyle / Digital,17.8
test musicale intervention,1,1,0,0,27.0,73.0,Lifestyle / Digital,17.8
indocynanine green meningeal injection to understand anatomical connection from the meningeal lymphatic system to the cervical lymph nodes,1,1,0,0,27.0,73.0,Synaptic / Cognitive,17.8
remote exercise sessions,1,1,0,0,27.0,73.0,Lifestyle / Digital,17.8
remote ambient sensor system,1,1,0,0,27.0,73.0,Synaptic / Cognitive,17.8
intermittent theta burst stimulation active coil,1,1,0,0,27.0,73.0,Amyloid; Tau; Cholinergic; NMDA / Glutamate,17.8
red wine,1,1,0,0,27.0,73.0,Neuroinflammation; Metabolic / Mitochondrial; Vascular; Lifestyle / Digital,17.8
virtual reality training,1,1,0,0,27.0,73.0,Synaptic / Cognitive; Lifestyle / Digital,17.8
white wine,1,1,0,0,27.0,73.0,Neuroinflammation; Metabolic / Mitochondrial; Vascular; Lifestyle / Digital,17.8
vr headset,1,1,0,0,27.0,73.0,Synaptic / Cognitive,17.8
depression app for care partners of persons with dementia,1,1,0,0,27.0,73.0,Unspecified / Other,17.8
barber's standardized suggestibility scale,1,1,0,0,27.0,73.0,Synaptic / Cognitive,17.8
treadmill-based training group,1,1,0,0,27.0,73.0,Synaptic / Cognitive; Lifestyle / Digital,17.8
water,1,1,0,0,27.0,73.0,Neuroinflammation; Metabolic / Mitochondrial; Vascular; Lifestyle / Digital,17.8
financial counseling and advocacy,1,1,0,0,27.0,73.0,Unspecified / Other,17.8
implementation of ellefa smartphone application,1,1,0,0,27.0,73.0,Synaptic / Cognitive,17.8
palmitoylation enzyme expression profiling study,1,1,0,0,27.0,73.0,Amyloid; Neuroinflammation; Synaptic / Cognitive; Metabolic / Mitochondrial,17.8
other activities,1,1,0,0,27.0,73.0,Unspecified / Other,17.8
deep cervical lymphovenous bypass,1,1,0,0,27.0,73.0,Amyloid; Tau; Synaptic / Cognitive,17.8
personalised agent-based memory prosthesis to encourage reminiscing (amper),1,1,0,0,27.0,73.0,Synaptic / Cognitive; Lifestyle / Digital,17.8
metronome,1,1,0,0,27.0,73.0,Amyloid; Tau; Synaptic / Cognitive; Lifestyle / Digital,17.8
exergaming on dividat senso,1,1,0,0,27.0,73.0,Synaptic / Cognitive; Vascular; Lifestyle / Digital,17.8
survey,2,1,1,0,27.0,76.5,Synaptic / Cognitive,17.8
low intensity focused ultrasound (lifu),1,1,0,0,27.0,73.0,Synaptic / Cognitive,17.8
chronos battery,1,1,0,0,27.0,73.0,Synaptic / Cognitive,17.8
3d kinect based game,1,1,0,0,27.0,73.0,Unspecified / Other,17.8
mobile health (mhealth) intervention,1,1,0,0,27.0,73.0,Lifestyle / Digital,17.8
non-personalised agent-based memory prosthesis to encourage reminiscing (amper),1,1,0,0,27.0,73.0,Synaptic / Cognitive; Lifestyle / Digital,17.8
alzn002 (autologous dcs pulsed with e22w mutant peptide).,1,1,0,0,27.0,78.0,Amyloid,17.8
multisensory environment-based occupational therapy,1,1,0,0,27.0,73.0,Synaptic / Cognitive,17.8
innovative therapeutic exercise program,1,1,0,0,27.0,73.0,Synaptic / Cognitive; Lifestyle / Digital,17.8
fareon device,1,1,0,0,27.0,73.0,Synaptic / Cognitive,17.8
caregiver education sessions,1,1,0,0,27.0,73.0,Lifestyle / Digital,17.8
brain stimulation,1,1,0,0,27.0,73.0,Unspecified / Other,17.8
conventional exercise and cognitive exercise,1,1,0,0,27.0,73.0,Synaptic / Cognitive; Lifestyle / Digital,17.8
occupational therapy,1,1,0,0,27.0,73.0,Synaptic / Cognitive,17.8
music lessons,1,0,0,0,39.0,69.0,Synaptic / Cognitive,17.6
training intervention,1,0,0,0,39.0,69.0,Synaptic / Cognitive,17.6
pet amyloid tracer (florbetapir f18 av45 f18,1,0,0,0,39.0,69.0,Amyloid; Tau; Synaptic / Cognitive,17.6
focused transcranial ultrasound,1,0,0,0,39.0,69.0,Synaptic / Cognitive,17.6
transcranial direct current stimulation (tdcs) soterix medical inc. tdcs unit,1,0,0,2,29.0,71.0,Synaptic / Cognitive,17.6
random match,2,1,1,0,26.0,77.5,Unspecified / Other,17.4
algorithm,2,1,1,0,26.0,77.5,Unspecified / Other,17.4
business as usual learning,1,0,0,1,33.0,67.0,Synaptic / Cognitive,17.200000000000003
lighting intervention,1,0,0,1,33.0,67.0,Synaptic / Cognitive; Lifestyle / Digital,17.200000000000003
"dbs of the fornix, power on",1,0,0,0,38.0,70.0,Unspecified / Other,17.200000000000003
"dbs of the nbm, power on",1,0,0,0,38.0,70.0,Unspecified / Other,17.200000000000003
plasma exchenge,1,0,0,0,38.0,70.0,Synaptic / Cognitive,17.200000000000003
telephone support as needed,1,0,0,1,33.0,67.0,Unspecified / Other,17.200000000000003
powerful tools for caregivers,1,0,0,1,33.0,67.0,Unspecified / Other,17.200000000000003
"grape seed polyphenolic extract, resveratrol",1,0,0,1,33.0,75.0,Amyloid; Tau; Synaptic / Cognitive; Metabolic / Mitochondrial; Lifestyle / Digital,17.200000000000003
dl-3-n-butylphthalide,1,0,0,1,33.0,67.0,Synaptic / Cognitive; Cholinergic; NMDA / Glutamate; Metabolic / Mitochondrial; Vascular,17.200000000000003
foods consistent with a mdp,1,0,0,1,33.0,67.0,Synaptic / Cognitive; Lifestyle / Digital,17.200000000000003
apoe genotype and alzheimer's disease risk disclosure,1,0,0,1,33.0,67.0,Synaptic / Cognitive,17.200000000000003
light exposure program,1,0,0,1,33.0,67.0,Lifestyle / Digital,17.200000000000003
mlc901,1,0,0,0,38.0,62.0,Unspecified / Other,17.200000000000003
star-c-vtf,1,0,0,1,33.0,67.0,Unspecified / Other,17.200000000000003
non-group dance,1,0,0,1,33.0,67.0,Synaptic / Cognitive,17.200000000000003
ad16 5mg、10mg、20mg、30mg、40mg、60mg、80mg,1,0,0,1,33.0,67.0,Unspecified / Other,17.200000000000003
room air,1,0,0,1,33.0,67.0,Amyloid; Tau; Synaptic / Cognitive; Lifestyle / Digital,17.200000000000003
li-40,1,0,0,1,33.0,67.0,Synaptic / Cognitive; Lifestyle / Digital,17.200000000000003
hi-16,1,0,0,1,33.0,67.0,Synaptic / Cognitive; Lifestyle / Digital,17.200000000000003
mi-30,1,0,0,1,33.0,67.0,Synaptic / Cognitive; Lifestyle / Digital,17.200000000000003
the neurocatch™ platform (ncp),1,0,0,0,38.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,17.200000000000003
therapeutic lifestyles changes diet,1,0,0,1,33.0,67.0,Synaptic / Cognitive; Lifestyle / Digital,17.200000000000003
"therapist-guided one-session online exposure therapy according to (öst, 1989)",1,0,0,1,33.0,67.0,Unspecified / Other,17.200000000000003
routine medical care with education,1,0,0,1,33.0,67.0,Lifestyle / Digital,17.200000000000003
"dbs of the fornix, power off",1,0,0,0,38.0,70.0,Unspecified / Other,17.200000000000003
cholinesterase inhibitors,1,0,0,1,33.0,67.0,Synaptic / Cognitive; Cholinergic; Vascular,17.200000000000003
gabapentin,1,0,0,1,33.0,67.0,Unspecified / Other,17.200000000000003
personal coach,1,0,0,1,33.0,67.0,Synaptic / Cognitive; Vascular; Lifestyle / Digital,17.200000000000003
caregiver coaching,1,0,0,1,33.0,67.0,Unspecified / Other,17.200000000000003
continuous positive airway pressure machine,1,0,0,1,33.0,67.0,Amyloid; Tau; Synaptic / Cognitive; Lifestyle / Digital,17.200000000000003
eye-tracking / neuropsychological evaluations,1,0,0,1,33.0,67.0,Synaptic / Cognitive,17.200000000000003
[18f]fpeb,1,0,0,1,33.0,75.0,Synaptic / Cognitive; NMDA / Glutamate,17.200000000000003
grape granules,1,0,0,1,33.0,67.0,Synaptic / Cognitive; Cholinergic; NMDA / Glutamate,17.200000000000003
standard outpatient treatment,1,0,0,1,33.0,67.0,Synaptic / Cognitive; Lifestyle / Digital,17.200000000000003
map-i,1,0,0,1,33.0,67.0,Neuroinflammation; Synaptic / Cognitive; Lifestyle / Digital,17.200000000000003
standard retrieval practice,1,0,0,1,33.0,67.0,Synaptic / Cognitive,17.200000000000003
"dbs of the nbm, power off",1,0,0,0,38.0,70.0,Unspecified / Other,17.200000000000003
hip bone sampling,1,0,0,1,33.0,67.0,Tau; Synaptic / Cognitive,17.200000000000003
angiotensin 1-7,1,0,0,0,38.0,70.0,Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular; Lifestyle / Digital,17.200000000000003
nt-mci/ad caregiving,1,0,0,1,33.0,67.0,Synaptic / Cognitive; Lifestyle / Digital,17.200000000000003
trial and error,1,0,0,0,38.0,69.0,Synaptic / Cognitive; Cholinergic; NMDA / Glutamate,17.200000000000003
jiedu yizhi formula,1,0,0,1,33.0,67.0,Synaptic / Cognitive; Cholinergic,17.200000000000003
dance group,1,0,0,1,33.0,67.0,Synaptic / Cognitive,17.200000000000003
daoi-a group,1,0,0,1,33.0,67.0,Synaptic / Cognitive; NMDA / Glutamate,17.200000000000003
active social engagement group,1,0,0,1,33.0,67.0,Synaptic / Cognitive,17.200000000000003
errorless learning,1,0,0,0,38.0,69.0,Synaptic / Cognitive; Cholinergic; NMDA / Glutamate,17.200000000000003
supplemental oxygen,1,0,0,1,33.0,67.0,Amyloid; Tau; Synaptic / Cognitive; Lifestyle / Digital,17.200000000000003
pst-mci/ad caregiving,1,0,0,1,33.0,67.0,Synaptic / Cognitive; Lifestyle / Digital,17.200000000000003
computerized cognitive battery: cognigram (cg),1,0,0,0,38.0,70.0,Synaptic / Cognitive; Lifestyle / Digital,17.200000000000003
multidimensional stimulation group therapy,1,0,0,1,33.0,67.0,Synaptic / Cognitive; Lifestyle / Digital,17.200000000000003
multidomain lifestyle,1,0,0,1,33.0,67.0,Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular; Lifestyle / Digital,17.200000000000003
multidisciplinary approach,1,0,0,1,33.0,67.0,Unspecified / Other,17.200000000000003
smartphone app,1,0,0,1,33.0,67.0,Synaptic / Cognitive; Lifestyle / Digital,17.200000000000003
brainpaltm,1,0,0,1,33.0,67.0,Synaptic / Cognitive; Metabolic / Mitochondrial,17.200000000000003
20 hz rtms,1,0,0,0,38.0,70.0,Synaptic / Cognitive,17.200000000000003
modeling,1,0,0,0,38.0,69.0,Synaptic / Cognitive; Cholinergic; NMDA / Glutamate,17.200000000000003
intensive adherence instruction,1,0,0,1,33.0,67.0,Unspecified / Other,17.200000000000003
home-based behavorial intervention,1,0,0,1,33.0,67.0,Unspecified / Other,17.200000000000003
"home-based mt through supervised, supported singing (h3s)",1,0,0,1,33.0,67.0,Synaptic / Cognitive,17.200000000000003
"7-day exposure therapy via self-developed app according to (haberkamp et al., submitted)",1,0,0,1,33.0,67.0,Unspecified / Other,17.200000000000003
reminyl retard,1,0,0,0,38.0,70.0,Lifestyle / Digital,17.200000000000003
partners at meals,1,0,0,1,33.0,67.0,Unspecified / Other,17.200000000000003
pc-data tool,1,0,0,1,33.0,67.0,Unspecified / Other,17.200000000000003
daoi-c group,1,0,0,1,33.0,67.0,Synaptic / Cognitive; NMDA / Glutamate,17.200000000000003
[18f]mc225,1,0,0,0,38.0,70.0,Synaptic / Cognitive,17.200000000000003
cbt-i,1,0,0,1,33.0,67.0,Neuroinflammation; Synaptic / Cognitive; Lifestyle / Digital,17.200000000000003
smart-cloth assisted home nursing care,1,0,0,1,33.0,67.0,Lifestyle / Digital,17.200000000000003
aerobic exercise-training,1,0,0,1,33.0,67.0,Neuroinflammation; Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular; Lifestyle / Digital,17.200000000000003
transdisciplinary approach,1,0,0,1,33.0,67.0,Unspecified / Other,17.200000000000003
regular health advice,1,0,0,1,33.0,67.0,Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular; Lifestyle / Digital,17.200000000000003
no contact,1,0,0,1,33.0,67.0,Synaptic / Cognitive,17.200000000000003
remote high,1,0,0,1,33.0,67.0,Synaptic / Cognitive; Vascular; Lifestyle / Digital,17.200000000000003
mri at 7t,1,0,0,0,38.0,70.0,Amyloid; Tau; Synaptic / Cognitive,17.200000000000003
"combined education, walking and light exposure program",1,0,0,1,33.0,67.0,Lifestyle / Digital,17.200000000000003
volunteer visits,1,0,0,1,33.0,67.0,Lifestyle / Digital,17.200000000000003
volunteers adding life in dementia (valid) program,1,0,0,1,33.0,67.0,Unspecified / Other,17.200000000000003
medical food,1,0,0,1,33.0,67.0,Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular; Lifestyle / Digital,17.200000000000003
art therapy,1,0,0,1,33.0,67.0,Unspecified / Other,17.200000000000003
physico-mental rehabilitation wii,1,0,0,1,33.0,67.0,Synaptic / Cognitive; Lifestyle / Digital,17.200000000000003
remote low,1,0,0,1,33.0,67.0,Synaptic / Cognitive; Vascular; Lifestyle / Digital,17.200000000000003
social group,1,0,0,1,33.0,67.0,Synaptic / Cognitive,17.200000000000003
daoi-b group,1,0,0,1,33.0,67.0,Synaptic / Cognitive; NMDA / Glutamate,17.200000000000003
enhanced usual condition,1,0,0,1,33.0,67.0,Unspecified / Other,17.200000000000003
socially assistive robot activity,1,0,0,1,33.0,67.0,Synaptic / Cognitive,17.200000000000003
individualized music therapy (imt),1,0,0,1,33.0,67.0,Synaptic / Cognitive,17.200000000000003
structured external memory aid treatment (semat),1,0,0,1,33.0,67.0,Synaptic / Cognitive,17.200000000000003
online counseling via zoom teleconferencing,1,0,0,1,33.0,67.0,Unspecified / Other,17.200000000000003
walking program,1,0,0,1,33.0,67.0,Lifestyle / Digital,17.200000000000003
amyloid imaging,1,0,1,0,43.0,73.0,Amyloid; Synaptic / Cognitive,17.2
flutemetamol (vizamyl),1,0,1,0,43.0,73.0,Amyloid; Synaptic / Cognitive,17.2
[ 18f]3f4ap,1,1,0,0,25.0,75.0,Synaptic / Cognitive,17.0
huc-msc-sev-001 nasal drops,1,1,0,0,25.0,75.0,Unspecified / Other,17.0
[18f]mk6240,1,1,0,0,25.0,75.0,Synaptic / Cognitive,17.0
ub-311,2,0,1,1,32.0,73.0,Amyloid; Unspecified / Other,16.8
fluorodeoxyglucose (fdg) positron emission tomography (pet),1,0,1,0,42.0,71.0,Tau; Metabolic / Mitochondrial,16.8
cerebrospinal fluid (csf) biomarkers,1,0,1,0,42.0,71.0,Tau; Metabolic / Mitochondrial,16.8
sargramostim gz402664,1,0,1,0,42.0,71.0,Amyloid; Synaptic / Cognitive,16.8
tailored lighting intervention,2,0,0,2,22.0,78.0,Neuroinflammation; Synaptic / Cognitive; Metabolic / Mitochondrial; Lifestyle / Digital,16.8
an-1792 also known as aip-001,1,0,1,0,42.0,70.0,Synaptic / Cognitive,16.8
azeliragon,2,0,2,0,42.0,73.0,Metabolic / Mitochondrial; Unspecified / Other,16.8
"tms , h2-coil",1,0,0,1,32.0,68.0,Synaptic / Cognitive,16.8
sls-005 - once weekly,1,0,1,0,42.0,71.0,Amyloid; Tau; Synaptic / Cognitive,16.8
blood biomarkers,1,0,1,0,42.0,71.0,Tau; Metabolic / Mitochondrial,16.8
primec,1,0,1,0,42.0,71.0,Cholinergic; NMDA / Glutamate,16.8
adenosine triphosphate,1,0,0,1,32.0,68.0,Metabolic / Mitochondrial,16.8
sls-005 - twice weekly,1,0,1,0,42.0,71.0,Amyloid; Tau; Synaptic / Cognitive,16.8
agb101 220 mg,1,0,0,1,32.0,68.0,Synaptic / Cognitive,16.8
rem0046127 low dose,1,0,1,0,42.0,71.0,Amyloid; Tau; Synaptic / Cognitive,16.8
rating scales,1,0,1,0,42.0,71.0,Tau; Metabolic / Mitochondrial,16.8
r-pramipexole,1,0,0,1,32.0,68.0,Synaptic / Cognitive; Metabolic / Mitochondrial,16.8
vascular flow measurement by pc-mri,1,0,0,0,37.0,71.0,Synaptic / Cognitive; Vascular; Lifestyle / Digital,16.8
recombinant covid-19 vaccine (adenovirus type 5 vector) for inhalation (ad5-ncov-ih),2,0,2,0,42.0,71.0,Unspecified / Other,16.8
rem0046127 high dose,1,0,1,0,42.0,71.0,Amyloid; Tau; Synaptic / Cognitive,16.8
tau positron emission tomography (pet),1,0,1,0,42.0,71.0,Tau; Metabolic / Mitochondrial,16.8
normal saline,1,0,1,0,42.0,71.0,Amyloid; Tau; Synaptic / Cognitive; Lifestyle / Digital,16.8
gv1001,1,0,1,0,42.0,71.0,Amyloid; Tau; Synaptic / Cognitive; Lifestyle / Digital,16.8
dimethyl fumarate,1,1,0,0,24.0,76.0,Synaptic / Cognitive,16.6
rapamycin,1,1,0,0,24.0,76.0,Synaptic / Cognitive,16.6
thc-free cbd oil,1,1,0,0,24.0,76.0,Neuroinflammation; Synaptic / Cognitive,16.6
dimebon (latrepirdine),1,0,1,0,41.0,72.0,Unspecified / Other,16.400000000000002
dimac02,1,0,0,1,31.0,69.0,Synaptic / Cognitive; Vascular,16.4
tablet identical physically to active comparator containing some lactose,1,0,0,0,36.0,69.0,Synaptic / Cognitive,16.4
tip / impact plus care coordination,1,0,0,1,31.0,69.0,Synaptic / Cognitive; Vascular,16.4
psychological questionnaires,1,0,0,0,36.0,64.0,Synaptic / Cognitive,16.4
bnc,1,0,0,1,31.0,69.0,Synaptic / Cognitive; Cholinergic; Lifestyle / Digital,16.4
enhanced consent procedure,1,0,0,1,31.0,69.0,Synaptic / Cognitive,16.4
intervention tested (carepath),1,0,0,0,36.0,64.0,Synaptic / Cognitive; Vascular; Lifestyle / Digital,16.4
juice plus+,1,0,0,0,36.0,64.0,Synaptic / Cognitive; Lifestyle / Digital,16.4
usual practices,1,0,0,1,31.0,69.0,Unspecified / Other,16.4
"information, counseling and support",2,0,0,0,31.0,69.0,Synaptic / Cognitive; Unspecified / Other,16.4
lifestyle remodeling intervention,1,0,0,1,31.0,69.0,Neuroinflammation; Synaptic / Cognitive; Lifestyle / Digital,16.4
routine consent procedure,1,0,0,1,31.0,69.0,Synaptic / Cognitive,16.4
nyuci-ac,1,0,0,1,31.0,69.0,Unspecified / Other,16.4
planyourlifespan.org,1,0,0,1,31.0,69.0,Synaptic / Cognitive,16.4
approach based on the meanings of vocal behaviours,1,0,0,1,31.0,69.0,Unspecified / Other,16.4
